Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,icon,description,stations
Delhi,06/11/17,30,17.8,23.2,30,17.8,23.2,15.7,64.8,0,0,0,,0,0,18.4,11.2,280.8,1015,0,1.8,180.4,15.4,7,,6:36:42 AM,5:32:24 PM,0.57,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,07/11/17,30,17,22.6,29.7,17,22.5,15.9,69.7,0,0,0,,0,0,14.4,11.2,288.8,1014.6,0,0.7,176.8,15.4,6,,6:37:27 AM,5:31:45 PM,0.61,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,08/11/17,28,13,20.1,28.5,13,20.1,15.8,79.3,0,0,0,,0,0,17.6,11.2,344.6,1014.6,0.5,0.4,183.8,15.8,7,,6:38:13 AM,5:31:07 PM,0.64,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,09/11/17,30.1,14.7,21.4,28.8,14.7,21.1,13.2,66,0,0,0,,0,0,18,9.4,337.2,1013.5,22.4,0.6,176,15.2,7,,6:38:59 AM,5:30:31 PM,0.68,Partially cloudy,fog,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/11/17,29,14,21.2,28.4,14,21,14,67.6,0,0,0,,0,0,18.7,11.2,336.3,1014.1,0,0.9,186.3,16,7,,6:39:45 AM,5:29:56 PM,0.71,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11/11/17,28.1,14.3,21,27.8,14.3,20.9,13.5,65.3,0,0,0,,0,0,18,9.4,14.8,1015.1,0,1.1,177.4,15.4,7,,6:40:32 AM,5:29:23 PM,0.75,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,12/11/17,28,14,20.2,27.9,14,20.1,13.9,71,0,0,0,,0,0,20.9,11.2,320,1012.8,0,0.7,182.4,15.8,7,,6:41:19 AM,5:28:51 PM,0.78,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/11/17,28.4,13.6,20.2,27.9,13.6,20.1,14.1,71.6,0,0,0,,0,0,19.8,11.2,115.1,1011.3,9.1,0.9,182.6,15.8,7,,6:42:06 AM,5:28:21 PM,0.82,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14/11/17,27.5,16,21.1,27.5,16,21.1,14.1,67.1,0,0,0,,0,0,32.8,14.8,128.5,1011.1,0.1,1.1,166.5,14.3,7,,6:42:53 AM,5:27:52 PM,0.85,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,15/11/17,27,14.9,20.7,26.8,14.9,20.6,12.6,62.4,0,0,0,,0,0,26.6,14.8,114.2,1012.6,8.4,1.6,163.8,14.2,7,,6:43:41 AM,5:27:24 PM,0.89,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16/11/17,26,14,19.8,26,14,19.8,13,67.2,0,0,0,,0,0,18.4,13,23.9,1014.2,1.3,1.6,162.1,14,6,,6:44:29 AM,5:26:59 PM,0.92,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,17/11/17,25.7,14.8,19.8,25.7,14.8,19.8,12.9,66.5,0,0,0,,0,0,28.4,14.8,314.1,1014.8,50.3,2,153.9,13.4,5,,6:45:17 AM,5:26:34 PM,0.96,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/11/17,25,15,20.1,25,15,20.1,13.8,68.8,0.425,100,4.17,rain,0,0,24.5,13,283.9,1015.1,60.5,1.8,138.7,12,5,,6:46:05 AM,5:26:11 PM,0,"Rain, Partially cloudy",rain,Partly cloudy throughout the day with early morning rain.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/11/17,24.1,14,19.1,24.1,14,19.1,8.7,53.3,0,0,0,,0,0,29.2,18.4,304.7,1016.3,27.9,2.5,170.8,14.9,6,,6:46:53 AM,5:25:50 PM,0.03,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20/11/17,23.1,10,17,23.1,8.7,17,6.5,52.8,0,0,0,,0,0,29.9,16.6,293.1,1017.3,0.1,2.4,185.3,16.1,7,,6:47:41 AM,5:25:31 PM,0.06,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,21/11/17,24,9,16.2,24,7.9,16.1,6.4,55.3,0,0,0,,0,0,31.7,18.4,281.1,1015.3,0,2.5,181.2,15.8,7,,6:48:29 AM,5:25:13 PM,0.09,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,22/11/17,25,9,16.8,25,7.9,16.7,5.2,50.3,0,0,0,,0,0,30.6,18.4,278.4,1014.5,0,2.7,182.4,15.8,7,,6:49:17 AM,5:24:56 PM,0.12,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,23/11/17,25.3,10,16.6,25.3,9.1,16.6,5.7,51.3,0,0,0,,0,0,25.9,16.6,283.9,1013.7,3.5,2.5,180.7,15.6,7,,6:50:06 AM,5:24:41 PM,0.16,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,24/11/17,25.8,9.5,17.1,25.8,9.5,17.1,5,47.8,0,0,0,,0,0,24.5,15,272.7,1015.2,0,2.4,179.3,15.5,7,,6:50:54 AM,5:24:28 PM,0.19,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25/11/17,26.1,10.4,17.7,26.1,10.4,17.7,5.5,47.7,0,0,0,,0,0,24.1,13,271.8,1015.9,0,2.3,177.2,15.4,7,,6:51:42 AM,5:24:17 PM,0.22,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26/11/17,27,10.2,17.9,26.3,10.2,17.9,6.7,51.8,0,0,0,,0,0,23,9.4,286.9,1017.2,0,2.1,175.2,15.3,7,,6:52:30 AM,5:24:07 PM,0.25,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27/11/17,25.2,10.6,17.4,25.2,10.6,17.4,7.1,53.8,0,0,0,,0,0,31,18.4,276.9,1014.5,0,2,176.2,15.4,7,,6:53:17 AM,5:23:59 PM,0.29,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28/11/17,27,10,18.3,26.4,10,18.2,6.7,50.9,0,0,0,,0,0,21.6,14.8,271.2,1013.5,0,2.2,173.9,15.1,7,,6:54:05 AM,5:23:52 PM,0.32,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29/11/17,28,10.7,19.1,27,10.7,18.9,7.4,51.7,0,0,0,,0,0,16.9,11.2,90.7,1015.5,0,2.9,170.9,14.9,7,,6:54:52 AM,5:23:47 PM,0.36,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30/11/17,27,11,18.6,26.3,11,18.5,8.8,57.2,0,0,0,,0,0,22,16.6,313.1,1015.9,0,2,171.3,15,7,,6:55:39 AM,5:23:44 PM,0.39,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,01/12/17,25.1,9.8,16.8,25.1,9.8,16.8,7.2,57.9,0,0,0,,0,0,20.5,12.9,287.5,1015.6,0,2.1,173.5,14.9,7,,6:56:26 AM,5:23:42 PM,0.42,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,02/12/17,25.1,9.1,16.5,25.1,9.1,16.5,6.1,55.1,0,0,0,,0,0,15.8,9.4,287.4,1016.7,5.1,2.1,171.4,14.8,7,,6:57:12 AM,5:23:42 PM,0.45,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,03/12/17,23.6,9.8,16.2,23.6,9.8,16.2,7,57.9,0,0,0,,0,0,18,9.4,345.8,1016.5,27.2,1.8,149.7,12.8,6,,6:57:58 AM,5:23:44 PM,0.5,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,04/12/17,23,10.3,16.6,23,10.3,16.6,8.5,61,0,0,0,,0,0,21.2,9,295.1,1015.2,51.8,1.6,150.2,12.9,6,,6:58:43 AM,5:23:47 PM,0.52,Partially cloudy,partly-cloudy-day,Becoming cloudy in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,05/12/17,23.3,14.2,18.6,23.3,14.2,18.6,10.3,60.1,0,0,0,,0,0,19.1,13,288.2,1015.2,60.6,1.3,85.8,7.6,5,,6:59:28 AM,5:23:52 PM,0.56,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,06/12/17,24,13.7,18.2,24,13.7,18.2,7.1,50.8,0,0,0,,0,0,24.1,14.8,295.9,1014.4,49.5,2.5,86.1,7.4,5,,7:00:12 AM,5:23:59 PM,0.59,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,07/12/17,24.8,13.6,18.2,24.8,13.6,18.2,4.5,42.6,0.085,100,4.17,rain,0,0,27.4,22.3,289.7,1015.4,23.3,3.1,139.9,12,6,,7:00:56 AM,5:24:07 PM,0.62,"Rain, Partially cloudy",rain,Partly cloudy throughout the day with early morning rain.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,08/12/17,24.1,10,16.7,24.1,9.1,16.6,3.7,44.4,0,0,0,,0,0,31,21.8,271.4,1015.6,0,2.5,165.8,14.2,6,,7:01:39 AM,5:24:17 PM,0.66,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,09/12/17,26.4,9.8,17.1,26.4,9.8,17.1,5.4,49.8,0,0,0,,0,0,19.8,9.4,267.1,1015.3,1.1,2.5,166.7,14.3,6,,7:02:21 AM,5:24:28 PM,0.69,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/12/17,27,9.5,17.1,26.3,9.5,17.1,6.6,54.9,0,0,0,,0,0,13.3,9.4,290.9,1015.3,0,2.2,165.8,14.2,6,,7:03:03 AM,5:24:41 PM,0.75,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,11/12/17,24.1,9.6,16.8,24.1,9.6,16.8,9.3,64.8,1.85,100,8.33,rain,0,0,23.4,14.8,118.4,1014,43.1,2,116.7,10.1,4,,7:03:44 AM,5:24:56 PM,0.76,"Rain, Partially cloudy",rain,Partly cloudy throughout the day with late afternoon rain.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,12/12/17,19.9,14.8,16.2,19.9,14.8,16.2,14.1,87.7,6,100,8.33,rain,0,0,27,16.6,263.4,1015.3,60,1.4,116.8,10,5,,7:04:24 AM,5:25:12 PM,0.79,"Rain, Partially cloudy",rain,Partly cloudy throughout the day with early morning rain.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/12/17,19.7,11,14.9,19.7,11,14.9,12.5,86.8,0,0,0,,0,0,16.2,13,274,1018.1,12.5,0.8,135.4,11.7,6,,7:05:03 AM,5:25:29 PM,0.83,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,14/12/17,18,10.8,13.5,18,10.8,13.5,10.5,83.7,0,0,0,,0,0,26.3,13,297.5,1019.7,23.6,1.1,167,14.5,6,,7:05:42 AM,5:25:48 PM,0.86,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,15/12/17,19,8,12.4,19,6.4,12.1,8.4,78.2,0,0,0,,0,0,30.6,14.8,299.8,1020.8,10.2,1.3,148.7,12.9,6,,7:06:19 AM,5:26:09 PM,0.9,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,16/12/17,19.7,8,12.4,19.7,5.5,11.6,7.4,74.8,0,0,0,,0,0,34.9,21.1,279.2,1021.6,4.9,1.4,167.6,14.4,6,,7:06:56 AM,5:26:31 PM,0.93,Clear,clear-day,Clear conditions throughout the day.,"42182099999,VIDP,42139099999,42181099999,remote"
Delhi,17/12/17,22.5,7,13.9,22.5,5.7,13.4,5.3,59.8,0,0,0,,0,0,35.3,24.1,269,1021.3,0,2.6,167.1,14.4,6,,7:07:31 AM,5:26:54 PM,0.97,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/12/17,24.4,8,15.3,24.4,6,14.9,6.1,57.8,0,0,0,,0,0,32.4,18.4,269.3,1020,5.2,2.4,167,14.4,6,,7:08:06 AM,5:27:19 PM,0,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/12/17,23,9,15.1,23,7.6,14.9,7.2,61.9,0,0,0,,0,0,26.3,14.8,270.2,1019.6,36.3,1.8,153.2,13.3,6,,7:08:39 AM,5:27:45 PM,0.03,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20/12/17,21,11,16,21,11,16,10.9,72.6,0,0,0,,0,0,18.7,11.2,281.1,1020.6,46.8,1.2,143.3,12.4,6,,7:09:11 AM,5:28:13 PM,0.07,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,21/12/17,24.7,12,17.3,24.7,12,17.3,11.9,73,0,0,0,,0,0,24.8,14.8,273.8,1020.8,36.8,1,151.4,13.1,6,,7:09:43 AM,5:28:42 PM,0.1,Partially cloudy,partly-cloudy-day,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,22/12/17,25,10,16.3,25,9.6,16.3,9,66.3,0,0,0,,0,0,35.6,18.4,270.8,1018.7,23.7,1.7,157.3,13.5,6,,7:10:12 AM,5:29:12 PM,0.13,Partially cloudy,partly-cloudy-day,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23/12/17,24,9,15.7,24,7.6,15.5,7.6,61.4,0,0,0,,0,0,32.8,20.5,265.8,1015.3,6.2,1.9,168.7,14.5,6,,7:10:41 AM,5:29:43 PM,0.17,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,24/12/17,24,8.6,15.7,24,8.6,15.7,7.1,61.1,0,0,0,,0,0,16.9,9.4,272.7,1015.6,7.1,2.2,164.2,14.3,6,,7:11:09 AM,5:30:16 PM,0.2,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25/12/17,22.3,8.7,14.7,22.3,8.5,14.6,9,71.4,0,0,0,,0,0,29.2,16.6,272,1017.3,0,1.3,163,14.1,6,,7:11:35 AM,5:30:50 PM,0.24,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26/12/17,23,8.4,14.6,23,8.4,14.6,9.1,72.7,0,0,0,,0,0,26.3,13,266.4,1017.8,2.3,1.5,164.4,14.2,6,,7:12:00 AM,5:31:25 PM,0.25,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27/12/17,25,8.9,15.6,25,7.9,15.6,8.5,67.5,0,0,0,,0,0,20.9,14.8,265.9,1017,10.3,1.9,163,14,6,,7:12:23 AM,5:32:01 PM,0.3,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28/12/17,24.8,9,16.1,24.8,9,16.1,8.2,63.9,0,0,0,,0,0,18.7,13,308.7,1016.8,0.2,1.6,162.5,14,6,,7:12:45 AM,5:32:38 PM,0.34,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29/12/17,24.4,8.5,15.4,24.4,8.5,15.4,8.5,67,0,0,0,,0,0,19.8,11.2,275,1017.3,0,1.2,163.5,14.2,6,,7:13:06 AM,5:33:16 PM,0.37,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,30/12/17,22.1,7.6,14.5,22.1,6.5,14.4,9.1,73.4,0,0,0,,0,0,16.2,11.2,292.5,1017.4,0,1.2,164.3,14.2,6,,7:13:25 AM,5:33:55 PM,0.4,Clear,clear-day,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,31/12/17,22.3,8,13.3,22.3,7.9,13.2,8.3,76.6,0,0,0,,0,0,15.5,11.2,276.5,1016,15.6,0.9,163.9,14.1,6,,7:13:43 AM,5:34:35 PM,0.44,Clear,fog,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,01/1/18,20,6,12.5,20,6,12.4,9,82.5,0,0,0,,0,0,19.1,9.4,296.6,1014.3,14,0.7,163.3,14.1,6,,7:13:59 AM,5:35:16 PM,0.47,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,02/1/18,17.4,8,11.8,17.4,6.8,11.5,9.2,85.5,0,0,0,,0,0,20.9,9.4,287.8,1014.8,0,0.6,163.3,14.1,6,,7:14:14 AM,5:35:58 PM,0.5,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,03/1/18,17.2,8,11.1,17.2,6,10.6,8.8,86.6,0,0,0,,0,0,22.3,11.2,270.8,1015.4,14,0.6,168.8,14.6,6,,7:14:27 AM,5:36:41 PM,0.54,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,04/1/18,20.2,5,10.9,20.2,3.3,10.6,8.3,86.2,0,0,0,,0,0,17.3,13,120,1015.5,44.2,0.5,169.7,14.7,6,,7:14:39 AM,5:37:24 PM,0.57,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,05/1/18,19,7.4,11.7,19,6.2,11.2,8,81,0,0,0,,0,0,17.3,11.2,112.3,1015,3.8,0.9,166.9,14.4,6,,7:14:49 AM,5:38:08 PM,0.61,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,06/1/18,19,5,11.2,19,3.9,11.1,7.3,79.6,0,0,0,,0,0,21.6,11.2,277.5,1014.1,4.9,0.7,169.2,14.5,6,,7:14:58 AM,5:38:53 PM,0.64,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,07/1/18,20.1,6,12.1,20.1,4.4,11.7,6.8,73.2,0,0,0,,0,0,33.1,20.5,270.5,1014.9,8.3,1.5,173.3,15.1,7,,7:15:05 AM,5:39:39 PM,0.67,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,08/1/18,20.5,6,12.3,20.5,5.1,12,6.2,70,0,0,0,,0,0,25.9,13,265.6,1016.8,0,1.4,175,15.2,7,,7:15:11 AM,5:40:25 PM,0.71,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,09/1/18,21.2,6.1,12.6,21.2,6.1,12.6,7.1,72.2,0,0,0,,0,0,26.3,16.6,274.5,1018.8,0,1.4,176.6,15.3,7,,7:15:15 AM,5:41:11 PM,0.75,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,10/1/18,22.8,7,13.8,22.8,5.2,13.4,7.1,68.1,0,0,0,,0,0,34.9,23,269.7,1018.4,0,1.6,177.9,15.4,7,,7:15:17 AM,5:41:59 PM,0.77,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,11/1/18,22.3,7,13.8,22.3,5.6,13.4,6.9,66.7,0,0,0,,0,0,36.4,22.2,270.7,1016.9,0,1.8,177.1,15.3,7,,7:15:18 AM,5:42:46 PM,0.81,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,12/1/18,23,8,14.6,23,7.4,14.5,6.9,62.9,0,0,0,,0,0,29.9,15,267.3,1015.8,20.9,1.9,172.3,14.9,7,,7:15:17 AM,5:43:35 PM,0.84,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,13/1/18,23,7.4,14.3,23,7.4,14.3,6.8,65.6,0,0,0,,0,0,26.6,17.3,289.2,1016.1,1.1,1.8,179.8,15.6,7,,7:15:15 AM,5:44:23 PM,0.87,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,14/1/18,23.7,7.5,14.3,23.7,7.4,14.2,6.2,62.6,0,0,0,,0,0,28.8,16.6,267.1,1016,0,2,180.7,15.6,7,,7:15:11 AM,5:45:12 PM,0.91,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,15/1/18,22.9,7,13.9,22.9,6.4,13.8,7.7,70.1,0,0,0,,0,0,33.5,22.4,279.7,1016.1,0,1.6,183.1,15.8,7,,7:15:05 AM,5:46:01 PM,0.94,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,16/1/18,24.2,8,15.2,24.2,6,14.8,6.1,58.7,0,0,0,,0,0,27.4,14.8,275.3,1013.6,0,2.2,185.8,16.1,7,,7:14:58 AM,5:46:51 PM,0.97,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,17/1/18,22.1,7.6,14.4,22.1,7.6,14.2,8.4,70.8,0,0,0,,0,0,27,14.8,113.4,1014.6,0,1.4,178.6,15.6,7,,7:14:49 AM,5:47:41 PM,0,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,18/1/18,26.6,9,16.7,26.6,9,16.7,10.8,73.2,0,0,0,,0,0,18.4,13,272.3,1015.1,0,1.1,178.9,15.6,7,,7:14:38 AM,5:48:31 PM,0.04,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,19/1/18,23.8,6,15.1,23.8,4.4,15.1,11,80,0,0,0,,0,0,27.4,16.6,276.4,1016,4.9,0.8,182.2,15.6,7,,7:14:26 AM,5:49:21 PM,0.08,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,20/1/18,22.3,8,13.9,22.3,6.8,13.5,8.3,73.2,0,0,0,,0,0,31.3,20.5,273.9,1015.1,14,1.2,187.3,16.2,7,,7:14:13 AM,5:50:11 PM,0.11,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,21/1/18,24.6,5,14.3,24.6,5,14.3,6.1,64.6,0,0,0,,0,0,18,13,279.6,1014.4,0.2,2.4,189.3,16.3,7,,7:13:57 AM,5:51:01 PM,0.14,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,22/1/18,24.6,7.5,15.4,24.6,7.5,15.4,8.1,66.5,0,0,0,,0,0,16.6,11.2,134.7,1013,0,1.5,188.6,16.3,7,,7:13:40 AM,5:51:52 PM,0.18,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,23/1/18,17,10.5,13.5,17,10.5,13.5,10.6,83.2,3.463,100,8.33,rain,0,0,37.1,18.4,103.5,1010.7,65.9,1.3,99,8.4,4,,7:13:22 AM,5:52:42 PM,0.21,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain in the morning and afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,24/1/18,17.5,9.8,12.6,17.5,9.1,12.5,10.7,89.1,0,0,0,,0,0,19.1,14.8,268.7,1013.5,20.9,0.8,140.9,12.1,6,,7:13:02 AM,5:53:33 PM,0.25,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,25/1/18,17.3,9,11.8,17.3,7.2,11.2,10.6,93.3,0,0,0,,0,0,32.8,15.5,262.2,1013.1,41.5,0.5,185.7,16.2,7,,7:12:40 AM,5:54:23 PM,0.25,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,26/1/18,17.6,9,11.7,17.6,7.9,11.5,10,90.4,0,0,0,,0,0,27.7,11.2,297.4,1013.7,38.3,0.5,183.3,15.9,7,,7:12:17 AM,5:55:13 PM,0.32,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,27/1/18,19.6,8.9,12.6,19.6,7.6,12.3,9.1,82,0,0,0,,0,0,24.5,9.8,298.6,1013.9,9.3,1,191.7,16.4,7,,7:11:53 AM,5:56:04 PM,0.35,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,28/1/18,21.4,7,13,21.4,5.2,12.7,8.3,77.8,0,0,0,,0,0,28.1,13,286.5,1014.6,26,1,193.5,16.7,7,,7:11:27 AM,5:56:54 PM,0.39,Partially cloudy,⛅,Clearing in the afternoon.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,29/1/18,23,7,13.8,23,7,13.7,8.3,74.8,0,0,0,,0,0,28.8,14.8,289.9,1016.1,9.1,1.4,195.1,16.8,7,,7:10:59 AM,5:57:44 PM,0.42,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999,remote"
Delhi,30/1/18,26.3,9,16.9,26.3,7.9,16.8,8.9,64.6,0,0,0,,0,0,41.4,22.3,279.6,1015.5,8.2,2,192.1,16.6,7,,7:10:30 AM,5:58:34 PM,0.46,Clear,☀️,Clear conditions throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
Delhi,31/1/18,24.5,10.6,16.9,24.5,10.6,16.9,10.7,71.1,0,0,0,,0,0,40.3,31.6,270.4,1014.4,26.4,2,186.5,16.2,7,,7:10:00 AM,5:59:23 PM,0.5,Partially cloudy,⛅,Partly cloudy throughout the day.,"42182099999,42176099999,VIDP,42139099999,42181099999"
