Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chennai,29/1/15,30.1,23.1,26.3,32.6,23.1,27.1,21.2,75,0,0,0,,0,0,31,22.3,64.8,1012.7,42.5,5.3,188.7,16.4,7,,2015-01-29 6:35:41,2015-01-29 18:08:16,0.3,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,30/1/15,30.1,23.1,25.9,32,23.1,26.5,21,75.6,0,0,0,,0,0,30.2,22.3,60.3,1014.4,43.3,6,222.2,19.3,8,,2015-01-30 6:35:36,2015-01-30 18:08:43,0.34,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,31/1/15,29.1,21.1,25.4,30.9,21.1,26,20.6,76.2,0,0,0,,0,0,32.4,24.1,41.2,1014.8,38.3,5,240.9,20.9,9,,2015-01-31 6:35:29,2015-01-31 18:09:09,0.37,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,01/2/15,30.1,21.1,25.4,33.4,21.1,26.2,21,77.9,0,0,0,,0,0,31,22.3,60.8,1014.5,39.2,4.8,198.9,17.2,6,,2015-02-01 6:35:21,2015-02-01 18:09:35,0.41,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,02/2/15,30.1,22.1,25.8,31.4,22.1,26.4,20.2,72.7,0,0,0,,0,0,36.4,18.4,63.4,1015.8,37.5,5,234.5,20.3,8,,2015-02-02 6:35:12,2015-02-02 18:10:00,0.44,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,03/2/15,29.1,21.1,25.4,30.9,21.1,25.9,19.7,71.6,0,0,0,,0,0,37.8,22.3,30.2,1017.2,43.3,5.7,213.2,18.3,8,,2015-02-03 6:35:01,2015-02-03 18:10:25,0.48,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,04/2/15,30.1,22.1,25.3,32,22.1,25.9,20.8,77.1,0,0,0,,0,0,37.4,22.3,17.5,1016.6,47.5,5,220.8,19.2,8,,2015-02-04 6:34:50,2015-02-04 18:10:49,0.5,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,05/2/15,31.1,21.1,25.8,31.9,21.1,26.3,20.2,73.3,0,0,0,,0,0,33.8,22.3,47.8,1015,51.7,5,240.8,20.9,9,,2015-02-05 6:34:38,2015-02-05 18:11:12,0.54,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,06/2/15,30.1,22.1,26.1,32,22.1,26.9,20.8,73.8,0,0,0,,0,0,28.4,22.3,51.3,1014.5,71.7,5.5,233.8,20.1,8,,2015-02-06 6:34:25,2015-02-06 18:11:35,0.58,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,07/2/15,31.1,22.1,26.1,32,22.1,26.4,19.9,71.3,0,0,0,,0,0,30.6,22.3,63.2,1014.1,33.3,6,245.9,21.3,9,,2015-02-07 6:34:10,2015-02-07 18:11:57,0.61,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,08/2/15,31.1,21.1,25.5,32.5,21.1,25.9,19.9,73.2,0,0,0,,0,0,32,22.3,68.2,1013.8,30.3,4.8,244.8,21.2,9,,2015-02-08 6:33:55,2015-02-08 18:12:19,0.64,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,09/2/15,30.1,22.1,25.5,31.4,22.1,25.9,19.2,69.4,0,0,0,,0,0,33.5,24.1,60.2,1013.8,38.4,5.7,222.5,19.3,9,,2015-02-09 6:33:39,2015-02-09 18:12:40,0.68,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,10/2/15,29.1,22.1,24.8,30.9,22.1,25.3,19.7,73.9,0,0,0,,0,0,35.6,22.3,36.1,1014.4,59.2,5.1,180.1,15.6,7,,2015-02-10 6:33:21,2015-02-10 18:13:00,0.71,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,11/2/15,30.1,22.1,25.6,33.4,22.1,26.6,21.1,77,0,0,0,,0,0,34.2,25.9,39,1013.4,45,5.4,196.1,17,7,,2015-02-11 6:33:03,2015-02-11 18:13:20,0.74,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,12/2/15,31.1,22.1,26.3,33.1,22.1,27,21.4,76.3,0,0,0,,0,0,34.6,22.3,44,1012.8,37.5,4.9,226.1,19.6,8,,2015-02-12 6:32:44,2015-02-12 18:13:39,0.75,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,13/2/15,31.1,23.1,26.5,34.7,23.1,27.6,22,77.4,0,0,0,,0,0,27.4,20.5,88.5,1012.5,36.7,4.4,256.5,22.1,9,,2015-02-13 6:32:23,2015-02-13 18:13:58,0.81,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,14/2/15,32.1,21.1,26.3,35,21.1,27,20.8,74.6,0,0,0,,0,0,29.9,22.3,155.5,1011.5,32.1,4.7,269.9,23.3,9,,2015-02-14 6:32:02,2015-02-14 18:14:16,0.84,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,15/2/15,34.1,22.1,26.8,34.6,22.1,27.1,19.9,69.7,0,0,0,,0,0,23.8,22.3,156.5,1011.5,15,5.7,267.9,23.1,9,,2015-02-15 6:31:40,2015-02-15 18:14:33,0.88,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,16/2/15,33.1,22.1,26.6,34.1,22.1,27.2,20.5,72.2,0,0,0,,0,0,26.3,18.4,124.1,1012.7,25.8,5.4,258.3,22.4,9,,2015-02-16 6:31:17,2015-02-16 18:14:50,0.91,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,17/2/15,32.1,21.1,26,34.3,21.1,26.9,20.9,75.2,0,0,0,,0,0,27,18.4,130.6,1012.4,32.5,5.3,256,22,9,,2015-02-17 6:30:53,2015-02-17 18:15:07,0.94,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,18/2/15,32.1,21.1,26.2,32.6,21.1,26.5,19.8,70.9,0,0,0,,0,0,34.2,16.6,170.4,1011.8,25.8,5.3,270,23.4,9,,2015-02-18 6:30:29,2015-02-18 18:15:22,0.98,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,19/2/15,31.1,21.1,25.8,33.1,21.1,26.3,20.2,72.7,0,0,0,,0,0,31,18.4,157.2,1011.7,22.5,5.8,277.8,23.8,9,,2015-02-19 6:30:03,2015-02-19 18:15:37,0,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,20/2/15,31.1,21.1,25.7,32.6,21.1,26.3,20.3,73.7,0,0,0,,0,0,28.4,22.3,84,1012.5,24.6,5.4,269.5,23.2,9,,2015-02-20 6:29:37,2015-02-20 18:15:52,0.04,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,21/2/15,31.1,22.1,26.1,31.9,22.1,26.7,20.3,72.5,0,0,0,,0,0,26.6,18.4,71.5,1012.8,30,5.8,271.6,23.5,9,,2015-02-21 6:29:10,2015-02-21 18:16:06,0.08,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,22/2/15,32.1,22.1,26.3,32.5,22.1,26.5,19.8,70.8,0,0,0,,0,0,29.9,18.4,67.2,1013,19.2,5.2,276.1,23.8,10,,2015-02-22 6:28:42,2015-02-22 18:16:19,0.11,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,23/2/15,31.1,21.1,26.1,31.9,21.1,26.6,19.9,71,0,0,0,,0,0,24.5,18.4,84.1,1013.3,17.5,5.6,274.9,23.8,10,,2015-02-23 6:28:13,2015-02-23 18:16:32,0.14,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,24/2/15,33.1,21.1,25.9,33.5,21.1,26.2,19.5,71.6,0,0,0,,0,0,25.2,18.4,95.2,1012.4,30.4,4.9,283.5,24.5,10,,2015-02-24 6:27:44,2015-02-24 18:16:45,0.18,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,25/2/15,32.1,20.1,25.6,31.9,20.1,25.6,18.4,69.9,0,0,0,,0,0,24.8,20.5,106.3,1010.9,32.9,5.8,277.6,24,10,,2015-02-25 6:27:14,2015-02-25 18:16:57,0.25,Partially cloudy,Clearing in the afternoon.,⛅,"43279099999,remote"
Chennai,26/2/15,31.1,21.1,26.4,34.3,21.1,28.2,21.5,75.6,0,0,0,,0,0,30.6,18.4,113.1,1009.6,42.5,6.1,258.9,22.3,9,,2015-02-26 6:26:43,2015-02-26 18:17:08,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,27/2/15,31.1,24.1,27.8,36.7,24.1,30.9,23.8,79.4,0,0,0,,0,0,32.8,24.1,123.5,1009.9,46.7,5.7,210.7,18.2,8,,2015-02-27 6:26:12,2015-02-27 18:17:19,0.28,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,28/2/15,31.1,26.1,28,36.7,26.1,31.1,23.9,78.7,0,0,0,,0,0,37.8,27.7,122.3,1010.2,44.9,6.1,194.8,16.9,7,,2015-02-28 6:25:40,2015-02-28 18:17:30,0.31,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,01/3/15,31.1,26.1,28.4,35.6,26.1,31.7,23.3,74.2,0,0,0,,0,0,37.8,25.9,131.7,1010.5,46.7,6.1,215.5,18.6,8,,2015-03-01 6:25:07,2015-03-01 18:17:40,0.35,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,02/3/15,31.1,26.1,28.5,35.6,26.1,31.9,23.5,75.1,0,0,0,,0,0,31.7,25.9,128.3,1011.7,50.8,6.4,209.9,18.2,8,,2015-03-02 6:24:34,2015-03-02 18:17:49,0.38,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,03/3/15,32.1,25.1,28.3,36.9,25.1,31.2,23.3,75.4,0,0,0,,0,0,27.7,20.5,130,1011,37.8,6.1,231.8,19.9,9,,2015-03-03 6:24:00,2015-03-03 18:17:58,0.42,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,04/3/15,33.1,24.1,28.9,38.2,24.1,32,23.2,72.9,0,0,0,,0,0,32.4,25.9,154.2,1010.5,38.3,6.3,239.2,20.6,9,,2015-03-04 6:23:26,2015-03-04 18:18:07,0.45,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,05/3/15,33.1,25.1,29.1,40.7,25.1,33.9,25,79,0,0,0,,0,0,32.4,22.3,124.2,1011.6,44.2,6.1,236.2,20.4,9,,2015-03-05 6:22:51,2015-03-05 18:18:16,0.5,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,06/3/15,32.1,25.1,29,36.9,25.1,32.9,24.1,76.1,0,0,0,,0,0,30.2,20.5,97.1,1012.7,36.7,7.1,217.9,18.8,9,,2015-03-06 6:22:16,2015-03-06 18:18:24,0.52,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,07/3/15,32.1,25.1,28.6,36.9,25.1,31.4,23.4,74.8,0,0,0,,0,0,32.8,24.1,102.8,1012.5,40.8,6.5,235,20.3,9,,2015-03-07 6:21:40,2015-03-07 18:18:31,0.55,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,08/3/15,32.1,24.1,28.4,36.9,24.1,31.3,23.1,74,0,0,0,,0,0,32,22.3,121.6,1013.2,41.7,5.9,236.1,20.4,9,,2015-03-08 6:21:04,2015-03-08 18:18:39,0.59,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,09/3/15,33.1,25.1,28.3,37.1,25.1,30.5,23,74.7,0,0,0,,0,0,29.9,22.3,81.6,1014.2,36.7,5.4,261.4,22.5,9,,2015-03-09 6:20:27,2015-03-09 18:18:45,0.62,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,10/3/15,32.1,23.1,27.3,33.6,23.1,28,20.9,70.8,0,0,0,,0,0,31.3,22.3,50.8,1014.1,35.8,5.1,263.9,22.9,9,,2015-03-10 6:19:50,2015-03-10 18:18:52,0.65,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,11/3/15,32.1,23.1,27.4,35,23.1,28.8,21,69.4,0,0,0,,0,0,32.8,22.3,61.5,1013.6,33.3,6,252.5,21.8,9,,2015-03-11 6:19:13,2015-03-11 18:18:58,0.69,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,12/3/15,33.1,25.1,28.3,38.2,25.1,30.6,22.6,72,0,0,0,,0,0,33.8,24.1,58.9,1013.6,38.8,6,242.4,21,8,,2015-03-12 6:18:35,2015-03-12 18:19:05,0.72,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,13/3/15,32.1,25.1,28.4,35.9,25.1,30.5,22.7,73,0,0,0,,0,0,30.2,16.6,70.9,1013.2,35.8,6.3,270.6,23.4,9,,2015-03-13 6:17:57,2015-03-13 18:19:10,0.75,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,14/3/15,33.1,24.1,28.6,37.1,24.1,31.1,22.9,73,0,0,0,,0,0,33.1,24.1,116.7,1014,34.2,5.8,280,24.3,10,,2015-03-14 6:17:19,2015-03-14 18:19:16,0.79,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,15/3/15,33.1,25.1,28.5,38.2,25.1,31.5,23.5,75.5,0,0,0,,0,0,33.8,22.3,107.7,1014,38.3,6.7,228.7,19.8,8,,2015-03-15 6:16:40,2015-03-15 18:19:21,0.82,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,16/3/15,32.1,24.1,28.3,36.9,24.1,30.8,22.9,73.4,0,0,0,,0,0,32,20.5,135.3,1013.9,31.1,6.5,276.7,23.9,9,,2015-03-16 6:16:01,2015-03-16 18:19:26,0.86,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,17/3/15,33.1,23.1,27.7,35,23.1,29.2,22,73.5,0,0,0,,0,0,29.9,20.5,120.6,1012.7,33,5.4,286.2,24.7,10,,2015-03-17 6:15:22,2015-03-17 18:19:31,0.89,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,18/3/15,35.1,22.1,28.7,39.5,22.1,30.6,21.8,69.2,0,0,0,,0,0,29.2,18.4,151.7,1010.5,22.5,5.8,288.7,24.8,10,,2015-03-18 6:14:43,2015-03-18 18:19:36,0.93,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,19/3/15,34.1,23.1,28.4,38.4,23.1,30.7,22.6,73,0,0,0,,0,0,30.2,20.5,121.8,1011.1,18.8,6.2,291.8,25.3,10,,2015-03-19 6:14:03,2015-03-19 18:19:40,0.96,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,20/3/15,33.1,24.1,28.2,37.1,24.1,30.6,23,75.1,0,0,0,,0,0,28.4,18.4,108.5,1012.3,24.5,5.6,288.4,24.9,10,,2015-03-20 6:13:23,2015-03-20 18:19:45,0,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,21/3/15,36.1,24.1,29.1,37.8,24.1,30.6,21.2,67.3,0,0,0,,0,0,26.3,18.4,123.9,1012.9,11.7,5.5,300.1,25.9,10,,2015-03-21 6:12:44,2015-03-21 18:19:49,0.03,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,22/3/15,36.1,24.1,29.6,40.9,24.1,32.4,22.5,68.7,0,0,0,,0,0,30.2,22.3,165.3,1011.5,6.3,5.3,300.6,26,10,,2015-03-22 6:12:04,2015-03-22 18:19:53,0.06,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,23/3/15,35.1,25.1,29.4,43.5,25.1,33.4,24.4,76.2,0,0,0,,0,0,33.8,22.3,154.3,1009.9,3.8,5.3,294.7,25.5,10,,2015-03-23 6:11:24,2015-03-23 18:19:57,0.1,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,24/3/15,34.1,25.1,29.4,42.1,25.1,33.4,24.5,76.9,0,0,0,,0,0,36.7,22.3,161.1,1009.5,1.3,5,283.4,24.7,10,,2015-03-24 6:10:44,2015-03-24 18:20:01,0.13,Clear,Clear conditions throughout the day.,☀️,4.33E+10
Chennai,25/3/15,33.1,25.1,28.8,39.4,25.1,32.3,23.9,75.9,0,0,0,,0,0,36.4,22.3,142.5,1010.6,22.8,5.5,276.6,23.9,9,,2015-03-25 6:10:03,2015-03-25 18:20:05,0.16,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,26/3/15,33.1,25.1,28.8,37.1,25.1,31.8,23.3,73.5,0,0,0,,0,0,29.5,18.4,103.2,1012.5,30.4,5.5,273.7,23.8,9,,2015-03-26 6:09:23,2015-03-26 18:20:09,0.19,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,27/3/15,33.1,25.1,29.1,37.1,25.1,32.2,23.1,71.3,0,0,0,,0,0,28.4,22.3,89.6,1012.9,35,6.3,283.3,24.5,9,,2015-03-27 6:08:43,2015-03-27 18:20:13,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,28/3/15,34.1,25.1,29.5,39.5,25.1,33.6,24.1,74,0,0,0,,0,0,32.8,22.3,111.9,1011.6,32.4,5.9,287.9,24.8,10,,2015-03-28 6:08:03,2015-03-28 18:20:17,0.26,Partially cloudy,Partly cloudy throughout the day.,⛅,"43279099999,remote"
Chennai,29/3/15,34.1,26.1,29.7,38.4,26.1,33.3,23.6,71.4,0,0,0,,0,0,31.3,22.3,124.9,1010.1,34.2,6.6,291.7,25.3,10,,2015-03-29 6:07:23,2015-03-29 18:20:21,0.29,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
Chennai,30/3/15,34.1,26.1,29.9,40.7,26.1,34.1,24.1,72.4,0,0,0,,0,0,32.4,24.1,130.3,1009.8,38.3,6.6,270.5,23.6,9,,2015-03-30 6:06:43,2015-03-30 18:20:24,0.33,Partially cloudy,Partly cloudy throughout the day.,⛅,4.33E+10
