Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,icon,description,stations
Kolkata,18/1/15,22,13,16.3,22,13,16.3,11.9,77.4,0,0,0,,0,0,26.6,14.6,340.9,1015.4,2.1,1.8,206.6,17.9,8,,6:18:54 AM,5:14:49 PM,0.93,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,19/1/15,21,12,15.3,21,12,15.3,12.2,82.9,0,0,0,,0,0,20.5,11.1,358.4,1016.2,6.7,1.6,168.9,14.6,7,,6:18:50 AM,5:15:31 PM,0.96,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,20/1/15,23,12,16.3,23,12,16.3,11.8,77.9,0,0,0,,0,0,25.6,16.6,353.7,1017.8,10.9,1.9,196.7,17,7,,6:18:44 AM,5:16:13 PM,0,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,21/1/15,25,12,17.5,25,12,17.5,10.9,69.7,0,0,0,,0,0,23.4,16.6,348.8,1019.2,4.5,2.5,207.5,17.9,8,,6:18:37 AM,5:16:56 PM,0.02,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,22/1/15,26,13,18.4,26,13,18.4,12,70.4,0,0,0,,0,0,17.3,9.4,319.5,1017.9,2.3,2.3,209.5,18.1,8,,6:18:29 AM,5:17:38 PM,0.06,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,23/1/15,27,13,18.9,26.3,13,18.8,11.2,66.7,0,0,0,,0,0,16.6,9.4,263.2,1015.1,0,1.8,208.7,18.1,8,,6:18:19 AM,5:18:20 PM,0.09,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,24/1/15,27,15,20.4,27,15,20.4,14,69.9,0,0,0,,0,0,25.9,16.6,340.5,1016,2.3,2.3,203.6,17.6,7,,6:18:09 AM,5:19:02 PM,0.13,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,25/1/15,26,16,20.2,26,16,20.2,14.2,71.3,0,0,0,,0,0,25.9,14.8,359,1017.3,0.4,2.4,189.3,16.3,7,,6:17:56 AM,5:19:43 PM,0.16,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,26/1/15,26,15,20,26,15,20,13.5,69.4,0,0,0,,0,0,20.2,13,348.8,1016.7,0,2.8,204.2,17.6,8,,6:17:43 AM,5:20:25 PM,0.2,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,27/1/15,26.1,15,20.3,26.1,15,20.3,13.9,69.4,0,0,0,,0,0,20.9,14.8,347.8,1014.9,0,2.5,205.7,17.6,8,,6:17:27 AM,5:21:06 PM,0.25,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,28/1/15,27,17,21.1,27.3,17,21.1,15.3,72.2,0,0,0,,0,0,23,14.7,0.1,1013.8,1.3,2.4,193.6,16.7,7,,6:17:11 AM,5:21:46 PM,0.27,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,29/1/15,27,17,20.5,27.7,17,20.6,16,76.7,0,0,0,,0,0,26.6,22.3,3.2,1014.8,13.8,2.1,147.5,12.6,7,,6:16:53 AM,5:22:27 PM,0.3,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,30/1/15,23,17,19.5,23,17,19.5,16,81,0,0,0,,0,0,28.1,16.6,339,1016,36.2,2.2,96.1,8.2,3,,6:16:34 AM,5:23:07 PM,0.34,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,31/1/15,23,12,17.3,23,12,17.3,10.6,68.3,0,0,0,,0,0,25.9,16.6,353.1,1017.1,0,2.3,221.2,19.3,8,,6:16:14 AM,5:23:47 PM,0.37,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999,remote"
Kolkata,01/2/15,24,12,17.3,24,12,17.3,9.8,64.7,0,0,0,,0,0,28.4,14.8,339.7,1016.9,0.5,2.4,220.4,19.1,8,,6:15:52 AM,5:24:26 PM,0.41,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,02/2/15,25,12,18.3,25,12,18.3,10.4,63.6,0,0,0,,0,0,23.4,14.8,336.7,1018.1,0,2.3,221.6,19.2,8,,6:15:30 AM,5:25:06 PM,0.44,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,03/2/15,28,13,20,27.2,13,19.9,11.8,64.2,0,0,0,,0,0,20.5,13,344.2,1018.9,0.1,2.7,220.8,19.1,8,,6:15:05 AM,5:25:44 PM,0.48,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,04/2/15,31,15,21.7,29.5,15,21.4,13.2,64,0,0,0,,0,0,16.9,9.4,272.5,1016.9,1.8,2.4,219.9,18.9,8,,6:14:40 AM,5:26:23 PM,0.5,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,05/2/15,28,17,22,27.8,17,22.1,15.3,68.1,0,0,0,,0,0,25.2,16.6,18.7,1016,23.3,2.3,209.7,18,8,,6:14:13 AM,5:27:01 PM,0.54,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,06/2/15,25,16,19.6,25,16,19.6,12.3,64.9,0,0,0,,0,0,28.8,14.8,352.4,1016.3,6.7,2.3,203.6,17.7,8,,6:13:45 AM,5:27:38 PM,0.58,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,07/2/15,25,13,18.6,25,13,18.6,11,65.9,0,0,0,,0,0,25.6,13,332.2,1015.3,18.1,2.5,223,19.4,8,,6:13:16 AM,5:28:15 PM,0.61,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,08/2/15,28,13,20.6,27.3,13,20.5,12.6,64.7,0,0,0,,0,0,17.3,9.4,290.2,1014.9,12.2,2.3,218.4,18.8,8,,6:12:46 AM,5:28:52 PM,0.64,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,09/2/15,27,16,21.3,26.8,16,21.3,14.3,67.6,0,0,0,,0,0,26.6,18.2,344.2,1016.2,17.2,2.2,220.1,19.1,8,,6:12:15 AM,5:29:28 PM,0.68,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,10/2/15,28,17,21.6,27.6,17,21.6,15,69.4,0,0,0,,0,0,28.4,14.8,355.7,1016.4,27,2.4,196.4,16.8,7,,6:11:42 AM,5:30:04 PM,0.71,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,11/2/15,27,17,21.8,26.8,17,21.8,13.3,62,0,0,0,,0,0,27.4,14.8,3.1,1015,24.6,2.6,210.5,18.2,8,,6:11:09 AM,5:30:39 PM,0.74,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,12/2/15,27,15,21,26.7,15,20.9,12.5,61.9,0,0,0,,0,0,20.9,11.2,347.1,1013.1,6.4,2.6,206.2,17.9,8,,6:10:34 AM,5:31:14 PM,0.75,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,13/2/15,27,17,21.1,27,17,21.1,14.2,67.7,0,0,0,,0,0,31.7,11.2,354.6,1011.7,14.8,2.3,208.9,18.1,8,,6:09:58 AM,5:31:48 PM,0.81,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,14/2/15,27,15,21.5,27,15,21.5,14.3,66.1,0,0,0,,0,0,25.9,14.8,84.9,1010.9,15.9,2.4,175.3,15.2,7,,6:09:21 AM,5:32:22 PM,0.84,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,15/2/15,29,18,23.4,29.5,18,23.6,18.5,76.7,1,100,4.17,rain,0,0,28.8,14.8,131.2,1011.3,49.8,1.9,199.1,17.2,8,,6:08:43 AM,5:32:55 PM,0.88,"Rain, Partially cloudy",🌧️,Clearing in the afternoon with late afternoon rain.,"41946099999,VECC,42809099999,remote"
Kolkata,16/2/15,29,18,23.4,29.8,18,23.5,18.3,75.6,0,0,0,,0,0,25.6,11.2,140.9,1013.3,31.4,2.9,159.3,13.7,8,,6:08:05 AM,5:33:28 PM,0.91,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,17/2/15,29,19,23.8,30.8,19,24.2,19.8,80.1,0,0,0,,0,0,24.1,12.8,161.3,1011.8,37.8,2,198.8,17,8,,6:07:25 AM,5:34:00 PM,0.94,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,18/2/15,30,21,24.9,31.9,21,25.5,20.4,77.4,1,100,4.17,rain,0,0,31.7,20.3,185.9,1011,46.6,2.4,195.9,16.9,7,,6:06:44 AM,5:34:32 PM,0.98,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"41946099999,VECC,42809099999"
Kolkata,19/2/15,28,19.9,24.3,30.1,19.9,24.7,19.7,76.2,0.8,100,4.17,rain,0,0,35.3,20.5,141.7,1011.8,47.1,2.9,172.9,15,7,,6:06:02 AM,5:35:04 PM,0,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with early morning rain.,"41946099999,VECC,42809099999,remote"
Kolkata,20/2/15,32,21,25.4,33,21,25.6,18.2,68.3,0,0,0,,0,0,23,13,244.9,1012.8,16.7,2.6,199.4,17.1,8,,6:05:20 AM,5:35:35 PM,0.04,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,21/2/15,33.9,21,26.3,34,21,26.6,18.6,66.5,0,0,0,,0,0,23,14.8,224.5,1011.6,9.8,2.7,220.9,19.1,8,,6:04:36 AM,5:36:05 PM,0.08,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,22/2/15,33,22,26.5,32.6,22,26.7,19.5,68.7,0,0,0,,0,0,25.2,11.2,169.8,1011.5,19.3,2.7,224.7,19.3,8,,6:03:52 AM,5:36:35 PM,0.11,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,23/2/15,33,22,26.3,33.5,22,26.8,20.1,72.2,0,0,0,,0,0,26.3,16.6,145.3,1012.2,23.4,2.7,228.3,19.6,9,,6:03:07 AM,5:37:05 PM,0.14,Partially cloudy,⛅,Clearing in the afternoon.,"41946099999,VECC,42809099999"
Kolkata,24/2/15,33,22,26.8,34.9,22,27.6,20.4,70.7,0,0,0,,0,0,29.9,18.4,173.9,1010.3,26,2.6,234.3,20.3,8,,6:02:21 AM,5:37:34 PM,0.18,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,25/2/15,33,21,26.8,34.6,21,27.6,20.4,70.7,0,0,0,,0,0,19.1,14.6,289.5,1008.9,10.6,2.4,238.7,20.6,8,,6:01:34 AM,5:38:03 PM,0.25,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,26/2/15,34,23,27.5,35.8,23,28.4,20.6,68.4,0,0,0,,0,0,34.2,23.9,178.2,1007.9,0,3.1,240.9,20.9,9,,6:00:46 AM,5:38:31 PM,0.25,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,27/2/15,34,22,27.3,35.1,22,28,20,67.6,0,0,0,,0,0,32.8,20.5,211.9,1009.2,0.7,2.8,238,20.5,9,,5:59:58 AM,5:38:59 PM,0.28,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,28/2/15,33,24,27.4,34.6,24,28.2,20.4,67.3,0,0,0,,0,0,26.6,18.4,186.3,1011,6.7,3.3,247.7,21.5,9,,5:59:09 AM,5:39:26 PM,0.31,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,01/3/15,33,21,26.6,33,21,26.9,19.1,67.7,0,0,0,,0,0,23,11.1,132.9,1011.8,37.5,2.7,235.4,20.3,8,,5:58:20 AM,5:39:53 PM,0.35,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,02/3/15,34,21,26.4,34.1,21,26.4,17.3,61.2,0,0,0,,0,0,27.7,18.4,313.5,1012.4,35.3,2.9,252.1,21.6,9,,5:57:30 AM,5:40:20 PM,0.38,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,03/3/15,32,21,25.6,32.4,21,25.9,17.9,64.2,0,0,0,,0,0,32,13,324,1010.5,22.1,2.3,227.6,19.7,9,,5:56:39 AM,5:40:46 PM,0.42,Partially cloudy,⛅,Partly cloudy throughout the day.,"VECC,42809099999"
Kolkata,04/3/15,27,20,23.7,27.9,20,23.8,19.5,78.5,21,100,12.5,rain,0,0,42.5,20.5,93.2,1010.3,49.9,2.7,185.1,16,7,,5:55:47 AM,5:41:12 PM,0.45,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain clearing later.,"VECC,42809099999"
Kolkata,05/3/15,30,20,24,28.4,20,23.7,13.4,56.4,0,0,0,,0,0,32,18.4,329.5,1013,15.9,3.1,263.2,22.9,9,,5:54:55 AM,5:41:38 PM,0.5,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,06/3/15,29,17,22.9,27.9,17,22.6,12.5,57.2,0,0,0,,0,0,22.3,13,291.2,1014.3,0,3,266.1,23.2,9,,5:54:03 AM,5:42:03 PM,0.52,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,07/3/15,29,18,23.6,27.7,18,23.3,13,57.1,0,0,0,,0,0,23.4,16.6,350.8,1013.4,0,3.1,269.4,23.4,9,,5:53:10 AM,5:42:28 PM,0.55,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,08/3/15,31,18,24.4,30.1,18,24.1,13.6,55.1,0,0,0,,0,0,22,14.8,346.6,1013.8,0,3,267.7,23.3,9,,5:52:17 AM,5:42:52 PM,0.59,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,09/3/15,32,19,25.3,30.6,19,24.9,14.6,56.1,0,0,0,,0,0,25.6,14.8,351.1,1014.7,27.3,2.8,266.3,23.2,9,,5:51:23 AM,5:43:17 PM,0.62,Partially cloudy,⛅,Partly cloudy throughout the day.,"VECC,42809099999"
Kolkata,10/3/15,33,21,26.9,31.3,21,26.3,14.8,53.8,0,0,0,,0,0,28.1,18.4,339.6,1013.9,15.3,2.7,262.8,22.7,9,,5:50:28 AM,5:43:41 PM,0.65,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,11/3/15,31,21,25.8,29.5,21,25.3,13.4,49.9,0,0,0,,0,0,29.2,16.6,0.1,1014.8,0,2.8,267.9,23.3,9,,5:49:34 AM,5:44:04 PM,0.69,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,12/3/15,32,19,25.4,30.6,19,24.9,12.5,48.6,0,0,0,,0,0,23.4,14.8,331.7,1014.2,0,2.9,276.1,24,9,,5:48:39 AM,5:44:28 PM,0.72,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,13/3/15,33,19,25.7,31.3,19,25.2,14,54.2,0,0,0,,0,0,20.2,11.2,324.6,1012.6,0.3,2.5,277.1,24,9,,5:47:43 AM,5:44:51 PM,0.75,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,14/3/15,34,23,28.4,32.7,23,28.4,17.5,56.7,0,0,0,,0,0,21.2,14.8,124,1013.4,8.2,2.7,266.2,23,9,,5:46:47 AM,5:45:14 PM,0.79,Clear,☀️,Clear conditions throughout the day.,"VECC,42809099999"
Kolkata,15/3/15,35,24,29.1,34.4,24,29,17.2,52.5,0,0,0,,0,0,21.6,20.5,342.3,1014.1,20.5,3,260.9,22.4,9,,5:45:51 AM,5:45:37 PM,0.82,Partially cloudy,⛅,Partly cloudy throughout the day.,"VECC,42809099999"
Kolkata,16/3/15,32,23,26.8,31.6,23,26.7,15.8,52.6,0,0,0,,0,0,28.8,18.4,356.4,1015.1,21.9,3.2,251.5,21.7,8,,5:44:55 AM,5:45:59 PM,0.86,Partially cloudy,⛅,Partly cloudy throughout the day.,"VECC,42809099999"
Kolkata,17/3/15,34,22,28.3,35.1,22,28.7,17.9,56,0,0,0,,0,0,23.8,13,251.2,1011.1,20.3,2.7,261.8,22.6,9,,5:43:59 AM,5:46:21 PM,0.89,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,18/3/15,32,24,28,32,24,28.1,17.1,53.9,0,0,0,,0,0,28.4,16.6,348.4,1010,38,3.1,241.8,20.8,8,,5:43:02 AM,5:46:43 PM,0.93,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,19/3/15,32,22,26.8,30.8,22,26.4,14.9,51.1,0,0,0,,0,0,31.3,18.4,342.3,1011.9,9.1,3.1,266,23.1,9,,5:42:05 AM,5:47:05 PM,0.96,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,20/3/15,32,21,26.4,31,21,26,14.4,51.3,0,0,0,,0,0,23.8,13,8.4,1012.8,3.5,2.9,273.9,23.7,9,,5:41:08 AM,5:47:27 PM,0,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,21/3/15,34,20,26.7,33,20,26.3,15.2,53.5,0,0,0,,0,0,20.5,14.8,335.3,1012.3,0,2.8,276.7,23.8,9,,5:40:11 AM,5:47:49 PM,0.03,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,22/3/15,35,22,28,33.7,22,27.6,16.3,54.1,0,0,0,,0,0,24.1,14.8,331.7,1010.5,1.2,3,286.8,24.7,10,,5:39:14 AM,5:48:10 PM,0.06,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,23/3/15,36,22,29,35.1,22,28.8,15.8,48.8,0,0,0,,0,0,20.5,14.8,226.7,1008.5,2.3,3.3,280,24.2,9,,5:38:16 AM,5:48:32 PM,0.1,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,24/3/15,35,23,28.9,37.7,23,30.4,20,61.3,0,0,0,,0,0,30.2,22.3,171,1009.1,12.3,3,240.1,20.7,9,,5:37:19 AM,5:48:53 PM,0.13,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,25/3/15,35,25,29,37.7,25,31.1,22.8,72.3,0,0,0,,0,0,29.2,18.4,182.1,1011,34.6,2.8,243.9,21.2,9,,5:36:21 AM,5:49:14 PM,0.16,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,26/3/15,34,25,29,38.3,25,31.6,22.9,71.8,0,0,0,,0,0,33.1,18.4,167.3,1013.2,34.7,3.3,230.1,19.8,8,,5:35:24 AM,5:49:36 PM,0.19,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,27/3/15,34,25,28.6,39.4,25,31.4,23,72.9,0.2,100,4.17,rain,0,0,35.6,20.5,178.9,1012.8,52.2,3,229.3,19.8,8,,5:34:27 AM,5:49:57 PM,0.25,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"41946099999,VECC,42809099999"
Kolkata,28/3/15,33,25,28.5,37,25,31.1,22.9,72.9,0,0,0,,0,0,41,22.3,177.1,1011,45.8,2.8,221,19.2,8,,5:33:29 AM,5:50:18 PM,0.26,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,29/3/15,34,25,28.9,39.4,25,31.7,23.2,73,0,0,0,,0,0,29.5,22.1,173.9,1009.5,24.8,3.3,216.2,18.6,9,,5:32:32 AM,5:50:39 PM,0.29,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,30/3/15,34,22,27.8,37.3,22,29.8,22.5,75,32,100,4.17,rain,0,0,35.3,27.7,172.6,1009.3,56.4,3,222.5,19.2,8,,5:31:35 AM,5:51:00 PM,0.33,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with late afternoon rain.,"41946099999,VECC,42809099999"
Kolkata,31/3/15,31,23,26.7,33.7,23,28,22.2,77.9,0,0,0,,0,0,32.8,14.8,316.5,1009.2,35.8,2.9,239.1,20.5,9,,5:30:38 AM,5:51:21 PM,0.36,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,01/4/15,34,25,29.3,42,25,33.6,24.3,75.9,0,0,0,,0,0,39.2,24.1,184.1,1007.2,41.6,3.1,240.8,20.9,9,,5:29:41 AM,5:51:42 PM,0.39,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,02/4/15,36,27,30.5,41.9,30.6,35.6,24.2,71.3,0,0,0,,0,0,41,22.3,188.7,1004.5,25.8,3.1,255.7,22.2,9,,5:28:44 AM,5:52:03 PM,0.43,Partially cloudy,⛅,Partly cloudy throughout the day.,"41946099999,VECC,42809099999"
Kolkata,03/4/15,37,27,31.3,43.2,30.1,35.8,23.3,64.6,0,0,0,,0,0,28.4,18.4,173.1,1002.5,5.5,3.2,279,24.1,10,,5:27:48 AM,5:52:24 PM,0.46,Clear,☀️,Clear conditions throughout the day.,"41946099999,VECC,42809099999"
Kolkata,04/4/15,36,24,30.3,46.3,24,36.8,25.2,75,0,0,0,,0,0,33.1,25.9,169.8,1002,43.9,3.5,263.4,22.6,9,,5:26:52 AM,5:52:46 PM,0.5,Partially cloudy,⛅,Clearing in the afternoon.,"41946099999,VECC,42809099999"
Kolkata,05/4/15,34,24,27,42,24,29.3,22.9,79.1,17,100,8.33,rain,0,0,40.7,25.9,149.8,1004.8,49.4,3,204.9,17.6,7,,5:25:56 AM,5:53:07 PM,0.53,"Rain, Partially cloudy",🌧️,Partly cloudy throughout the day with rain.,"41946099999,VECC,42809099999"
