Place,Date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bhopal,14/1/15,25.1,8.3,15.6,25.1,7.1,15.4,9.6,71.2,0,0,0,,0,0,22,18.4,143.8,1014.8,2.2,3.8,206.5,17.8,8,,2015-01-14 7:04:04,2015-01-14 17:54:36,0.8,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,15/1/15,22.1,10.8,15.5,22.1,10.8,15.5,10.9,75.1,0,0,0,,0,0,23,14.8,58,1016.6,1.7,2,203.2,17.6,7,,2015-01-15 7:04:05,2015-01-15 17:55:19,0.83,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,16/1/15,20.2,10.4,14.6,20.2,10.4,14.6,11.7,84.4,0,0,0,,0,0,22.7,11.9,47.5,1017.8,19.7,1.4,171.9,14.8,7,,2015-01-16 7:04:04,2015-01-16 17:56:02,0.86,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,17/1/15,19.9,9.1,13.8,19.9,7.6,13.5,8.9,75.2,0,0,0,,0,0,23.4,11.5,39,1018.7,3.9,2.6,206,17.6,8,,2015-01-17 7:04:02,2015-01-17 17:56:45,0.89,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,18/1/15,20.2,7.1,13.3,20.2,6.9,13,7.4,69.9,0,0,0,,0,0,20.5,13,47.7,1018.5,0,2.8,211.2,18.2,8,,2015-01-18 7:03:59,2015-01-18 17:57:29,0.93,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,19/1/15,22.1,8.5,14.1,22.1,7.3,13.8,7.6,67.6,0,0,0,,0,0,24.1,14.8,66.7,1017.5,20.2,3.3,213.1,18.2,8,,2015-01-19 7:03:54,2015-01-19 17:58:12,0.96,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,20/1/15,23.2,9.2,15.9,23.2,7.7,15.7,8.8,64.7,0,0,0,,0,0,21.6,10.1,93.6,1017.3,33.7,3.5,183.5,15.6,7,,2015-01-20 7:03:48,2015-01-20 17:58:55,0,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,21/1/15,26.1,13.4,18.8,26.1,13.4,18.8,11.3,63.6,0.2,100,8.33,rain,0,0,29.2,14.8,132.8,1018,64.1,4,148,12.8,6,,2015-01-21 7:03:40,2015-01-21 17:59:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,22/1/15,23.1,15.7,18.1,23.1,15.7,18.1,13.9,77.1,0.2,100,4.17,rain,0,0,46.4,19.4,162.9,1017.5,74.3,2.4,117.7,10.1,5,,2015-01-22 7:03:31,2015-01-22 18:00:21,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"42667099999,remote"
Bhopal,23/1/15,22.1,13.4,16.6,22.1,13.4,16.6,14.7,88.7,0.1,100,4.17,rain,0,0,24.1,24.1,42.7,1017.4,94.4,1,158.6,13.8,7,,2015-01-23 7:03:20,2015-01-23 18:01:04,0.09,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,🌧️,"42667099999,remote"
Bhopal,24/1/15,18.9,12.8,15.6,18.9,12.8,15.6,14.1,91,0.5,100,12.5,rain,0,0,28.4,15.5,52.6,1018.6,95,1.4,98.1,8.5,5,,2015-01-24 7:03:08,2015-01-24 18:01:47,0.13,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,🌧️,"42667099999,remote"
Bhopal,25/1/15,20.4,13.8,16.4,20.4,13.8,16.4,15.1,92.3,9.4,100,12.5,rain,0,0,36,14.8,81.3,1017.6,94.4,1.3,114.2,9.8,5,,2015-01-25 7:02:55,2015-01-25 18:02:29,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,🌧️,"42667099999,remote"
Bhopal,26/1/15,20.2,14.1,16.3,20.2,14.1,16.3,15.2,94,4.7,100,33.33,rain,0,0,27,14.8,22.2,1017.4,85.6,0.6,97.6,8.3,4,,2015-01-26 7:02:40,2015-01-26 18:03:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"42667099999,remote"
Bhopal,27/1/15,17.4,13.2,15.2,17.4,13.2,15.2,14.6,96.1,0.5,100,4.17,rain,0,0,28.4,14.8,37.5,1017.6,93.1,0.8,63.3,5.4,3,,2015-01-27 7:02:24,2015-01-27 18:03:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,🌧️,"42667099999,remote"
Bhopal,28/1/15,17.6,11.4,14.4,17.6,11.4,14.4,12.4,88.5,1.1,100,25,rain,0,0,32,16.6,43.2,1016.7,75.9,1.5,122.8,10.7,5,,2015-01-28 7:02:07,2015-01-28 18:04:36,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"42667099999,remote"
Bhopal,29/1/15,19.9,11,14.9,19.9,11,14.9,10.7,77.5,0,0,0,,0,0,23,14.8,37.4,1017.5,15.4,2.8,210.4,18.2,8,,2015-01-29 7:01:48,2015-01-29 18:05:17,0.3,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,30/1/15,20.6,8.7,14.1,20.6,8,13.8,8.9,73.5,0,0,0,,0,0,27.4,11.9,31.5,1020.1,0,3.8,223.7,19.3,8,,2015-01-30 7:01:28,2015-01-30 18:05:58,0.34,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,31/1/15,23.7,8.3,15,23.7,6.8,14.8,8.9,70.5,0,0,0,,0,0,17.6,10.1,53.9,1018.5,0,3.5,222.4,19.4,8,,2015-01-31 7:01:06,2015-01-31 18:06:39,0.37,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,01/2/15,27.9,11.2,18,27.4,11.2,17.9,10.1,63,0,0,0,,0,0,22.7,14.8,133,1016.4,0,3.8,222.5,19.4,8,,2015-02-01 7:00:44,2015-02-01 18:07:20,0.41,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,02/2/15,28.1,13.7,20.2,27.5,13.7,20.2,11.7,59.9,0,0,0,,0,0,31,15.1,161,1015.5,0,4,218.7,18.8,8,,2015-02-02 7:00:20,2015-02-02 18:08:00,0.44,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,03/2/15,29.1,17.3,21.7,29.4,17.3,21.7,14.8,66.2,0.6,100,4.17,rain,0,0,40.3,22.3,207.4,1018.3,4.6,4,209.2,18.1,8,,2015-02-03 6:59:54,2015-02-03 18:08:40,0.48,Rain,Clear conditions throughout the day with late afternoon rain.,🌧️,"42667099999,remote"
Bhopal,04/2/15,24.2,14.4,18.8,24.2,14.4,18.8,14.5,77.2,0.1,100,4.17,rain,0,0,31.7,14.4,31.9,1020.5,11.3,2.3,209.8,18.2,8,,2015-02-04 6:59:28,2015-02-04 18:09:19,0.5,Rain,Clear conditions throughout the day with afternoon rain.,🌧️,"42667099999,remote"
Bhopal,05/2/15,24.4,11.2,17.7,24.4,11.2,17.7,11.7,69.8,0,0,0,,0,0,23.4,14.8,46.2,1018.6,3.6,3.8,220.2,19.1,8,,2015-02-05 6:59:00,2015-02-05 18:09:58,0.54,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,06/2/15,29.4,14.7,19.8,28.4,14.7,19.8,12.6,64.7,0,0,0,,0,0,24.1,22.3,94.8,1016.3,19.1,4,206.7,17.7,8,,2015-02-06 6:58:31,2015-02-06 18:10:37,0.58,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,07/2/15,26.7,13.9,19.5,26.7,13.9,19.5,13,67.4,0,0,0,,0,0,30.6,14.8,98.1,1015,23.3,3.8,200,17.1,8,,2015-02-07 6:58:01,2015-02-07 18:11:15,0.61,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,08/2/15,23.4,15.1,18.9,23.4,15.1,18.9,13.8,73.2,0.4,100,8.33,rain,0,0,28.1,18.4,55.7,1014.9,29.6,3.8,191.1,16.6,7,,2015-02-08 6:57:29,2015-02-08 18:11:53,0.64,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,🌧️,"42667099999,remote"
Bhopal,09/2/15,24,11.9,17.9,24,11.9,17.9,12.9,74.1,0,0,0,,0,0,32,14.8,54.5,1017.7,11.4,4,210.4,18.3,8,,2015-02-09 6:56:57,2015-02-09 18:12:30,0.68,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,10/2/15,23.9,13.1,18.7,23.9,13.1,18.7,13.3,71.9,0,0,0,,0,0,27.4,14.8,66.4,1018.5,31.4,4,189.1,16.2,7,,2015-02-10 6:56:23,2015-02-10 18:13:07,0.71,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,11/2/15,25.9,14.4,19.7,25.9,14.4,19.7,14,71.4,0.8,100,16.67,rain,0,0,36,18,92.3,1015.8,45.4,4,192.7,16.8,7,,2015-02-11 6:55:48,2015-02-11 18:13:44,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,12/2/15,26.4,14.5,19.9,26.4,14.5,19.9,13,67.8,0,0,0,,0,0,24.5,13,1.6,1014.7,7,3.5,228.2,19.7,8,,2015-02-12 6:55:12,2015-02-12 18:14:20,0.75,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,13/2/15,25.8,11.9,18.7,25.8,11.9,18.7,10.3,62,0,0,0,,0,0,23.8,18.4,334.2,1014.5,0,3.8,238.8,20.8,8,,2015-02-13 6:54:35,2015-02-13 18:14:55,0.81,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,14/2/15,30.7,12.2,21.1,29.1,12.2,20.9,10.9,55.3,0,0,0,,0,0,24.1,18.4,234.4,1012.5,0,4,238.2,20.8,8,,2015-02-14 6:53:57,2015-02-14 18:15:30,0.84,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,15/2/15,29.7,14.7,21.9,28.4,14.7,21.7,11.5,53.5,0,0,0,,0,0,27.7,18.4,300.3,1012.2,0,4,239.7,20.8,8,,2015-02-15 6:53:18,2015-02-15 18:16:05,0.88,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,16/2/15,30.5,15.1,22.2,30,15.1,22,12.8,58.5,0,0,0,,0,0,22.3,11.2,110.7,1013.7,0.8,4,240.9,20.8,8,,2015-02-16 6:52:38,2015-02-16 18:16:39,0.91,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,17/2/15,31.2,16.8,23.1,30.3,16.8,22.8,12.6,54.1,0,0,0,,0,0,28.1,14.8,271.9,1011.9,0,4,241.8,20.9,8,,2015-02-17 6:51:57,2015-02-17 18:17:12,0.94,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,18/2/15,30.7,16.1,22.9,29.3,16.1,22.7,12,52.3,0,0,0,,0,0,20.5,11.2,346.3,1011.2,0.8,4,240.1,20.8,8,,2015-02-18 6:51:15,2015-02-18 18:17:46,0.98,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,19/2/15,31.4,15.2,23.5,29.6,15.2,23.1,11.9,51.4,0,0,0,,0,0,25.9,10.4,102.4,1012.1,3.8,4,242.1,20.9,9,,2015-02-19 6:50:32,2015-02-19 18:18:18,0,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,20/2/15,32.4,18.4,24.1,31.1,18.4,23.7,11.2,46.1,0,0,0,,0,0,33.5,15.5,110.4,1013.3,17.6,4,227.4,19.5,8,,2015-02-20 6:49:48,2015-02-20 18:18:50,0.04,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,21/2/15,31.5,16.9,23.8,29.8,16.9,23.4,12.6,53.3,0,0,0,,0,0,23,11.2,252.1,1014.2,1,4,241.7,20.9,8,,2015-02-21 6:49:03,2015-02-21 18:19:22,0.08,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,22/2/15,31.5,15.4,23.5,29.9,15.4,23.1,11.6,50.1,0,0,0,,0,0,25.9,22.3,329.3,1014.6,0,4,248.5,21.3,9,,2015-02-22 6:48:17,2015-02-22 18:19:54,0.11,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,23/2/15,32.4,17.1,24.4,30.8,17.1,23.9,12.7,51.4,0,0,0,,0,0,18.4,14.8,354.1,1014.3,0,4,251,21.7,9,,2015-02-23 6:47:31,2015-02-23 18:20:24,0.14,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,24/2/15,33.2,17.9,25.3,32.4,17.9,24.9,12.8,50,0,0,0,,0,0,21.2,9.7,112.4,1011.8,15.2,4,252.9,21.9,9,,2015-02-24 6:46:43,2015-02-24 18:20:55,0.18,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,25/2/15,33.7,18.7,25.5,32.2,18.7,25,12.3,46.4,0,0,0,,0,0,34.9,18.4,219.5,1009.1,12.8,4,239.9,20.7,9,,2015-02-25 6:45:55,2015-02-25 18:21:25,0.25,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,26/2/15,29.7,18.1,23.6,28.6,18.1,23.4,11.1,46.6,0,0,0,,0,0,25.9,25.9,281.4,1009.3,26.5,4,222.3,19.2,7,,2015-02-26 6:45:06,2015-02-26 18:21:55,0.25,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,27/2/15,28.7,16.1,21.8,27.3,16.1,21.6,7,40.9,0,0,0,,0,0,25.9,20.5,290.2,1010.1,0,4,262.6,22.6,9,,2015-02-27 6:44:17,2015-02-27 18:22:24,0.28,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,28/2/15,27.4,16.1,21,27.7,16.1,21,13.3,62.7,0.8,100,16.67,rain,0,0,39.6,29.5,86.3,1010.6,55,3.5,201.5,17.3,8,,2015-02-28 6:43:27,2015-02-28 18:22:52,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,01/3/15,19.2,15.8,16.9,19.2,15.8,16.9,15.4,91.3,14,100,16.67,rain,0,0,46.1,25.9,153.8,1011.8,88.7,3.5,69.1,5.9,3,,2015-03-01 6:42:36,2015-03-01 18:23:21,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,🌧️,"42667099999,remote"
Bhopal,02/3/15,23.6,15,18.9,23.6,15,18.9,14.8,79,0,0,0,,0,0,41.4,20.5,208,1012.5,45.4,3.6,205.2,17.6,8,,2015-03-02 6:41:44,2015-03-02 18:23:49,0.38,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,03/3/15,25.4,15.2,19.6,25.4,15.2,19.6,11.5,62.7,0,0,0,,0,0,26.6,18.4,289.4,1013.3,39,3.8,251.7,21.6,9,,2015-03-03 6:40:52,2015-03-03 18:24:16,0.42,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,04/3/15,25.1,12.2,19.3,25.1,12.2,19.3,9.3,55.3,0,0,0,,0,0,22.7,9.4,6.2,1013.9,16.1,4,256.8,22.2,9,,2015-03-04 6:39:59,2015-03-04 18:24:44,0.45,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,05/3/15,26.8,12.4,20.3,26.7,12.4,20.3,9.7,53.6,0,0,0,,0,0,23.8,18.4,95.5,1014.9,0.4,3.8,267.5,23.3,9,,2015-03-05 6:39:06,2015-03-05 18:25:11,0.5,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,06/3/15,28.9,15.1,22.2,27.8,15.1,21.9,10.1,48.6,0,0,0,,0,0,25.6,14.8,106.8,1015.6,4.8,4,263.4,22.8,9,,2015-03-06 6:38:12,2015-03-06 18:25:37,0.52,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,07/3/15,31.1,16.8,23.3,29.4,16.8,22.9,11.1,48.8,0,0,0,,0,0,27,16.6,168.4,1013.7,3.7,4,263.3,22.9,9,,2015-03-07 6:37:18,2015-03-07 18:26:03,0.55,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,08/3/15,31.7,17.5,24.3,30.2,17.5,23.9,12.3,49.3,0,0,0,,0,0,21.6,14.8,242.8,1013.4,27.6,4,231.6,20,9,,2015-03-08 6:36:23,2015-03-08 18:26:29,0.59,Partially cloudy,Clearing in the afternoon.,⛅,"42667099999,remote"
Bhopal,09/3/15,30.1,16.4,23.3,28.8,16.4,23,12.1,51.8,0,0,0,,0,0,32.8,22.3,13.3,1016.2,9,4,264.7,23.1,9,,2015-03-09 6:35:28,2015-03-09 18:26:55,0.62,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,10/3/15,29.1,15.4,22.2,28.5,15.4,22.2,12,54,0,0,0,,0,0,31,22.3,51.6,1017.8,1.8,4,268.3,23.3,9,,2015-03-10 6:34:32,2015-03-10 18:27:20,0.65,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,11/3/15,30.8,17.7,24.3,30.5,17.7,24.3,13.7,52.9,1.5,100,16.67,rain,0,0,29.2,16.6,110.9,1016.3,25.9,4,252.9,21.8,9,,2015-03-11 6:33:36,2015-03-11 18:27:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,12/3/15,26.4,18.7,22.3,26.4,18.7,22.3,16.4,70,0.2,100,4.17,rain,0,0,30.2,14.8,108.7,1017.5,65.2,3.5,203.6,17.5,7,,2015-03-12 6:32:40,2015-03-12 18:28:10,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,🌧️,"42667099999,remote"
Bhopal,13/3/15,28.3,16.9,20.6,28.3,16.9,20.6,15.2,72.6,3,100,4.17,rain,0,0,40,18.4,199.3,1016.1,64.1,4,211.3,18.1,8,,2015-03-13 6:31:43,2015-03-13 18:28:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"42667099999,remote"
Bhopal,14/3/15,23.2,15.7,19.3,23.2,15.7,19.3,16.5,84.3,13,100,12.5,rain,0,0,41,18.4,153.3,1016.1,71.5,3.5,200.9,17.4,7,,2015-03-14 6:30:46,2015-03-14 18:28:59,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,🌧️,"42667099999,remote"
Bhopal,15/3/15,26.7,16.2,20.1,26.7,16.2,20.1,17.6,86.4,11.8,100,8.33,rain,0,0,49,21.6,122.9,1014.6,52.3,3,220.4,19,8,,2015-03-15 6:29:48,2015-03-15 18:29:23,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,16/3/15,28.4,16.7,22,28.8,16.7,22.2,17.5,78,0.8,100,16.67,rain,0,0,36,11.2,114.4,1015.1,46.8,3.1,248.4,21.4,9,,2015-03-16 6:28:51,2015-03-16 18:29:47,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,🌧️,"42667099999,remote"
Bhopal,17/3/15,29.1,16.2,22.8,28.4,16.2,22.9,16.1,69.1,0,0,0,,0,0,26.3,11.2,348.1,1015.1,29.1,3.6,256.2,22.3,9,,2015-03-17 6:27:53,2015-03-17 18:30:10,0.89,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,18/3/15,28.1,15.7,22,27.1,15.7,21.9,12.6,57.9,0,0,0,,0,0,25.2,18.4,358,1014.2,1.1,4,285.9,24.7,9,,2015-03-18 6:26:55,2015-03-18 18:30:34,0.93,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,19/3/15,29.7,14.2,22.2,29.3,14.2,22.1,11.7,53.8,0,0,0,,0,0,22,11.2,38.2,1014.9,1.7,4,291,25.2,10,,2015-03-19 6:25:57,2015-03-19 18:30:57,0.96,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,20/3/15,31.7,16.9,23.9,30.2,16.9,23.6,12.3,50.7,0,0,0,,0,0,22,9.7,69.1,1014.9,1,4,288,24.8,10,,2015-03-20 6:24:58,2015-03-20 18:31:20,0,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,21/3/15,34.4,18.2,25.9,32.8,18.2,25.6,13.4,48.6,0,0,0,,0,0,22,8.6,85.3,1014.8,0.8,4,285.7,24.6,9,,2015-03-21 6:24:00,2015-03-21 18:31:43,0.03,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,22/3/15,35.1,19.7,27.5,34,19.7,27.2,14.8,48.8,0,0,0,,0,0,20.5,14.8,28.5,1012.9,11.8,4.8,282.3,24.4,9,,2015-03-22 6:23:01,2015-03-22 18:32:06,0.06,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,23/3/15,36.1,19.7,27.6,34.2,19.7,27.4,14.6,48.3,0,0,0,,0,0,25.9,18.4,351.9,1011,17,4,278.8,23.9,9,,2015-03-23 6:22:02,2015-03-23 18:32:29,0.1,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,24/3/15,35.7,20.9,28.2,34.3,20.9,28,14.4,45.6,0,0,0,,0,0,25.2,18.4,39.8,1010.4,2.5,4,286.2,24.7,10,,2015-03-24 6:21:04,2015-03-24 18:32:52,0.13,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,25/3/15,36.4,22,29,35.2,22,28.7,14.1,42.4,0,0,0,,0,0,23.4,11.2,71.1,1011.1,6.9,4,287.9,24.9,10,,2015-03-25 6:20:05,2015-03-25 18:33:14,0.16,Clear,Clear conditions throughout the day.,☀️,"42667099999,remote"
Bhopal,26/3/15,35.9,22.3,28.4,34,22.3,28.1,13.7,42.3,0,0,0,,0,0,26.3,11.9,64.3,1012.6,53.1,4,287.4,24.8,10,,2015-03-26 6:19:06,2015-03-26 18:33:37,0.19,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,27/3/15,36.2,21.4,28.4,35,21.4,28.2,13.8,42.6,0.2,100,4.17,rain,0,0,28.8,11.5,63.7,1012.7,26.8,4,254.9,22.2,9,,2015-03-27 6:18:07,2015-03-27 18:33:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,🌧️,"42667099999,remote"
Bhopal,28/3/15,36.9,22.5,29.2,35.9,22.5,29.1,15,44.2,0,0,0,,0,0,23.4,9.7,118.3,1010.2,23.4,4,261.3,22.6,9,,2015-03-28 6:17:09,2015-03-28 18:34:22,0.26,Partially cloudy,Partly cloudy throughout the day.,⛅,"42667099999,remote"
Bhopal,29/3/15,34.4,23.5,28.2,33.9,23.5,28,15.2,46.5,0.1,100,4.17,rain,0,0,44.6,22.3,249,1009,83.8,4,209.7,18,8,,2015-03-29 6:16:10,2015-03-29 18:34:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,🌧️,"42667099999,remote"
